,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,FUNCSTAT,2010,2011,2012,2013,2014,2015,2016
2636,Boerne,Boerne,TX,Texas,48259,Kendall,29.9714,-98.904,A,20223,20232,19873,20016,19852,19972,20009
2637,Waring,Waring,TX,Texas,48261,Kenedy,26.9245,-97.7914,A,14861,14961,14859,14711,14820,15275,15254
2638,Jayton,Jayton,TX,Texas,48263,Kent,33.3635,-100.6597,A,103902,105298,106664,108474,111192,114472,118350
2639,Clairemont,Clairemont,TX,Texas,48265,Kerr,30.0708,-99.3378,A,33651,34525,35766,37461,38830,40452,42540
2640,London,London,TX,Texas,48267,Kimble,30.4906,-99.7725,A,415,437,440,426,414,412,404
2641,Cleo,Cleo,TX,Texas,48269,King,33.6215,-100.3291,A,809,817,836,796,769,770,769
2642,Junction,Junction,TX,Texas,48271,Kinney,29.2813,-100.5884,A,49650,49628,49751,49834,50426,51011,51504
2643,Ricardo,Ricardo,TX,Texas,48273,Kleberg,27.2992,-97.7997,A,4587,4597,4541,4466,4439,4394,4423
2644,Kingsville,Kingsville,TX,Texas,48275,Knox,33.7543,-99.8112,A,288,258,272,275,264,285,289
2645,Sun Valley,Sun Valley,TX,Texas,48277,Lamar,33.8704,-95.5063,A,3595,3603,3626,3609,3510,3556,3590
2646,Paris,Paris,TX,Texas,48279,Lamb,33.8326,-102.3277,A,32057,32058,32114,32063,31946,31570,31690
2647,Lampasas,Lampasas,TX,Texas,48281,Lampasas,31.3013,-98.1689,A,3723,3740,3761,3764,3851,3851,3806
2648,Kempner,Kempner,TX,Texas,48283,La Salle,28.041,-99.3546,A,49818,49945,49837,49278,49586,49636,49791
2649,Hallettsville,Hallettsville,TX,Texas,48285,Lavaca,29.4333,-97.1734,A,13999,14094,13917,13722,13547,13342,13275
2650,Breslau,Breslau,TX,Texas,48287,Lee,30.2874,-96.9633,A,19756,19950,20117,20197,20204,20505,20760
2651,Buffalo,Buffalo,TX,Texas,48289,Leon,31.151,-96.1244,A,6901,6995,7141,7429,7469,7638,7613
2652,Hilltop Lakes,Hilltop Lakes,TX,Texas,48291,Liberty,30.4513,-94.8433,A,19246,19216,19439,19525,19676,19821,19809
2653,Coolidge,Coolidge,TX,Texas,48293,Limestone,31.5104,-96.7278,A,16604,16604,16553,16587,16672,16902,17055
2654,Tehuacana,Tehuacana,TX,Texas,48295,Lipscomb,36.4449,-100.3258,A,16744,16838,16748,16668,16793,17102,17299
2655,Whitsett,Whitsett,TX,Texas,48297,Live Oak,28.33,-98.1184,A,75839,76057,76425,76973,78192,79696,81704
2656,Three Rivers,Three Rivers,TX,Texas,48299,Llano,30.5404,-98.3804,A,23465,23557,23639,23362,23457,23421,23468
2657,Llano,Llano,TX,Texas,48301,Loving,31.7073,-103.5989,A,3284,3345,3457,3484,3555,3553,3487
2658,Oxford,Oxford,TX,Texas,48303,Lubbock,33.4826,-101.7102,A,11547,11532,11683,11849,12075,12219,12056
2659,Wilson,Wilson,TX,Texas,48305,Lynn,33.3269,-101.9117,A,19342,18948,19102,19359,19457,19838,20362
2660,Tahoka,Tahoka,TX,Texas,48307,McCulloch,31.3038,-99.5992,A,83,95,81,103,87,115,113
2661,China Springs,China Springs,TX,Texas,48309,McLennan,31.7123,-97.2359,A,280315,283470,286241,289972,295051,299008,303137
2662,Beverly Hills,Beverly Hills,TX,Texas,48311,McMullen,28.4598,-98.5488,A,5903,5881,5773,5694,5743,5695,5711
2663,North Zulch,North Zulch,TX,Texas,48313,Madison,30.9538,-95.909,A,8228,8276,8273,8271,8177,8315,8172
2664,Midway,Midway,TX,Texas,48315,Marion,32.7876,-94.0735,A,235941,237784,239385,241432,243014,245203,247934
2665,Tarzan,Tarzan,TX,Texas,48317,Martin,32.3046,-101.8762,A,713,702,735,763,799,825,804
2666,Stanton,Stanton,TX,Texas,48319,Mason,30.7385,-99.1114,A,13743,13735,13715,13786,13809,13916,13987
2667,Buckeye,Buckeye,TX,Texas,48321,Matagorda,28.8325,-95.935,A,10498,10440,10317,10234,10114,10142,10147
2668,Palacios,Palacios,TX,Texas,48323,Maverick,28.689,-100.4676,A,4815,4912,5004,5298,5505,5723,5723
2669,Riomedina,Riomedina,TX,Texas,48325,Medina,29.3099,-98.8116,A,4016,4027,4042,4091,4062,4015,4111
2670,Castroville,Castroville,TX,Texas,48327,Menard,30.9185,-99.7837,A,36704,36701,36560,36513,36497,36840,37187
2671,Hext,Hext,TX,Texas,48329,Midland,31.9232,-101.8257,A,54489,55274,55696,56415,56915,57440,57685
2672,Midland,Midland,TX,Texas,48331,Milam,30.6141,-97.2067,A,46129,46519,46811,47271,47848,48385,49283
2673,Goldthwaite,Goldthwaite,TX,Texas,48333,Mills,31.6754,-98.5089,A,2236,2223,2227,2152,2154,2159,2123
2674,Scallorn,Scallorn,TX,Texas,48335,Mitchell,32.4086,-100.7127,A,136976,140061,147139,152052,156059,161272,162565
2675,Nocona,Nocona,TX,Texas,48337,Montague,33.8524,-97.6435,A,24687,24628,24138,24156,24210,24484,24871
2676,Fruitland,Fruitland,TX,Texas,48339,Montgomery,30.3917,-95.6965,A,4951,4870,4830,4874,4859,4883,4907
2677,Etter,Etter,TX,Texas,48341,Moore,36.0444,-102.008,A,9415,9395,9320,9001,9073,8860,8720
2678,Exell,Exell,TX,Texas,48343,Morris,33.0306,-94.725,A,19713,19742,19470,19383,19386,19269,19414
2679,Northfield,Northfield,TX,Texas,48345,Motley,34.1054,-100.8896,A,459319,471591,484674,498951,517985,536434,556203
2680,Flomot,Flomot,TX,Texas,48347,Nacogdoches,31.6427,-94.4141,A,22001,22094,22413,22203,22146,22048,22120
2681,Frost,Frost,TX,Texas,48349,Navarro,32.1308,-96.225,A,12915,12808,12743,12747,12684,12497,12593
2682,Mildred,Mildred,TX,Texas,48351,Newton,30.3034,-93.7592,A,1206,1214,1196,1193,1151,1142,1160
2683,Maryneal,Maryneal,TX,Texas,48353,Nolan,32.4946,-100.2432,A,64667,65647,65854,65199,65278,65641,65806
2684,Sweetwater,Sweetwater,TX,Texas,48355,Nueces,27.7173,-97.3822,A,47859,48088,48095,48022,47990,48255,48523
2685,Huntoon,Huntoon,TX,Texas,48357,Ochiltree,36.3211,-100.9663,A,14430,14488,14320,14212,14147,14007,14003
2686,Waka,Waka,TX,Texas,48359,Oldham,35.2145,-102.8597,A,15245,15123,14881,15057,15102,15050,14993
2687,Little Cypress,Little Cypress,TX,Texas,48361,Orange,30.0791,-93.7599,A,340314,343190,347816,352728,356325,360118,361350
2688,Rose City,Rose City,TX,Texas,48363,Palo Pinto,32.7692,-98.3007,A,10173,10424,10559,10651,10673,10698,10306
2689,Carthage,Carthage,TX,Texas,48365,Panola,32.0288,-94.371,A,2051,2078,2044,2091,2076,2059,2076
2690,Clayton,Clayton,TX,Texas,48367,Parker,32.6939,-97.6582,A,82012,82374,82984,83023,83502,84283,84964
2691,Black,Black,TX,Texas,48369,Parmer,34.6394,-102.7232,A,28071,28108,27846,27852,27978,27882,28053
2692,Farwell,Farwell,TX,Texas,48371,Pecos,30.6927,-103.1741,A,23788,24043,24010,23829,23807,23717,23492
2693,Camden,Camden,TX,Texas,48373,Polk,30.5363,-94.8244,A,117353,118533,119778,120119,122584,126085,129441
2694,Livingston,Livingston,TX,Texas,48375,Potter,35.3187,-101.8096,A,10274,10292,10159,9966,9918,9788,9776
2695,Ochoa,Ochoa,TX,Texas,48377,Presidio,29.8202,-104.3033,A,15531,15628,15570,15670,15862,16059,15970
2696,Quebec,Quebec,TX,Texas,48379,Rains,32.8385,-95.8827,A,45486,45708,45835,45953,46229,46984,47916
2697,Cleta,Cleta,TX,Texas,48381,Randall,35.0614,-101.8032,A,121415,122376,122792,122272,122146,121374,120832
2698,Umbarger,Umbarger,TX,Texas,48383,Reagan,31.4068,-101.5662,A,7876,7747,7557,7282,7040,6881,6958
2699,Vance,Vance,TX,Texas,48385,Real,29.7254,-99.7631,A,10930,11022,10944,11027,11018,11134,11314
2700,Camp Wood,Camp Wood,TX,Texas,48387,Red River,33.5522,-94.7803,A,121193,123355,124894,126654,128684,130283,132501
2701,Toyahvale,Toyahvale,TX,Texas,48389,Reeves,31.3765,-103.6416,A,3348,3385,3464,3598,3726,3731,3608
2702,Orla,Orla,TX,Texas,48391,Refugio,28.0966,-97.2109,A,3319,3424,3370,3324,3355,3300,3389
2703,Tivoli,Tivoli,TX,Texas,48393,Roberts,35.6924,-100.6416,A,12854,12703,12722,12500,12460,12385,12207
2704,Codman,Codman,TX,Texas,48395,Robertson,31.1657,-96.676,A,13815,13777,13925,14126,14429,14789,14921
2705,Rockwall,Rockwall,TX,Texas,48397,Rockwall,32.9431,-96.388,A,7360,7318,7251,7280,7364,7359,7321
2706,Heath,Heath,TX,Texas,48399,Runnels,31.7829,-99.829,A,924,933,950,922,921,918,916
2707,Henderson,Henderson,TX,Texas,48401,Rusk,31.8662,-94.9834,A,16569,16667,16449,16420,16415,16648,16751
2708,Selman City,Selman City,TX,Texas,48403,Sabine,31.3431,-93.8511,A,78934,81086,82871,85033,87494,90672,93978
2709,Bronson,Bronson,TX,Texas,48405,San Augustine,31.5297,-94.1108,A,10507,10564,10423,10278,10379,10528,10448
2710,Broaddus,Broaddus,TX,Texas,48407,San Jacinto,30.7434,-95.3072,A,53339,53694,53800,53349,53170,52934,52732
2711,Gregory,Gregory,TX,Texas,48409,San Patricio,27.9281,-97.1713,A,10866,10685,10469,10352,10331,10378,10303
2712,Loma Linda Colonia,Loma Linda Colonia,TX,Texas,48411,San Saba,30.9824,-98.7075,A,8845,8831,8830,8710,8534,8384,8320
2713,Harkeyville,Harkeyville,TX,Texas,48413,Schleicher,30.8617,-100.5979,A,26446,26821,27003,26780,27058,27313,27707
2714,Hall,Hall,TX,Texas,48415,Scurry,32.729,-100.9976,A,64484,64466,65336,66274,66909,67356,67655
2715,Fort Griffin,Fort Griffin,TX,Texas,48417,Shackelford,32.5471,-99.1663,A,6133,6042,5983,5708,5828,5944,5944
2716,Albany,Albany,TX,Texas,48419,Shelby,31.7793,-94.4066,A,3499,3304,3255,3193,3156,3196,3056
2717,Goober Hill,Goober Hill,TX,Texas,48421,Sherman,36.3366,-102.0739,A,16940,16862,17083,17230,17357,17566,17333
2718,Lautz,Lautz,TX,Texas,48423,Smith,32.3012,-95.1674,A,3369,3320,3344,3349,3290,3316,3315
2719,Rainbow,Rainbow,TX,Texas,48425,Somervell,32.2462,-97.744,A,25435,25718,26024,25906,25594,25421,25579
2720,Glass,Glass,TX,Texas,48427,Starr,26.416,-99.0056,A,3028,3029,3061,3081,3073,3062,3068
2721,Breckenridge,Breckenridge,TX,Texas,48429,Stephens,32.8957,-98.9003,A,210465,212691,214774,216515,219669,222478,225290
2722,Caddo,Caddo,TX,Texas,48431,Sterling,31.8392,-100.986,A,8500,8452,8591,8614,8657,8729,8775
2723,Crystal Falls,Crystal Falls,TX,Texas,48433,Stonewall,33.1298,-100.0559,A,61170,61680,61883,62375,63036,63625,64122
2724,Aspermont,Aspermont,TX,Texas,48435,Sutton,30.5708,-100.644,A,9606,9534,9475,9832,9818,9904,9906
2725,Swenson,Swenson,TX,Texas,48437,Swisher,34.7416,-101.8572,A,1138,1170,1191,1237,1358,1359,1367
2726,Colleyville,Colleyville,TX,Texas,48439,Tarrant,32.8095,-97.2273,A,1495,1478,1467,1429,1400,1412,1426
2727,Lake Worth,Lake Worth,TX,Texas,48441,Taylor,32.4698,-100.0111,A,4059,4014,3932,4003,3973,3904,3869
2728,Sanderson,Sanderson,TX,Texas,48443,Terrell,29.968,-101.8682,A,7891,7832,7878,7750,7586,7513,7466
2729,Dryden,Dryden,TX,Texas,48445,Terry,33.1818,-102.378,A,1817687,1848347,1882352,1912501,1944512,1981410,2016872
2730,Elbert,Elbert,TX,Texas,48447,Throckmorton,33.0149,-99.0534,A,131861,132879,134151,134067,135090,136325,136535
2731,Throckmorton,Throckmorton,TX,Texas,48449,Titus,33.3628,-95.1034,A,1009,952,917,888,905,855,812
2732,Water Valley,Water Valley,TX,Texas,48451,Tom Green,31.3741,-100.3076,A,12664,12649,12604,12687,12774,12755,12799
2733,Grape Creek,Grape Creek,TX,Texas,48453,Travis,30.0577,-97.6852,A,1632,1639,1604,1605,1610,1560,1533
2734,Glendale,Glendale,TX,Texas,48455,Trinity,31.0572,-95.1269,A,32400,32420,32654,32602,32421,32689,32592
2735,Woodlake,Woodlake,TX,Texas,48457,Tyler,31.0152,-94.3816,A,110670,111778,113420,114865,116706,117942,118386
2736,Pritchett,Pritchett,TX,Texas,48459,Upshur,32.7099,-94.7522,A,1030569,1061858,1096122,1120948,1149668,1174818,1199323
2737,East Mountain,East Mountain,TX,Texas,48461,Upton,31.1325,-102.22,A,14710,14660,14313,14395,14231,14421,14442
2738,McCamey,McCamey,TX,Texas,48463,Uvalde,29.185,-100.0306,A,21747,21652,21444,21451,21365,21274,21320
2739,Amistad Acres,Amistad Acres,TX,Texas,48465,Val Verde,29.918,-100.7745,A,39377,39754,39943,39797,40283,40481,40969
2740,Lake View,Lake View,TX,Texas,48467,Van Zandt,32.3768,-95.4986,A,3344,3282,3258,3363,3453,3626,3673
2741,Telferner,Telferner,TX,Texas,48469,Victoria,28.8285,-96.985,A,26446,26595,26761,26925,27192,27112,27285
2742,Bloomington,Bloomington,TX,Texas,48471,Walker,30.5374,-95.4822,A,49007,48947,48866,48953,48753,48857,48881
2743,Sunny Side,Sunny Side,TX,Texas,48473,Waller,30.0629,-95.9221,A,52601,52546,52273,52399,52824,53501,54355
2744,Brookshire,Brookshire,TX,Texas,48475,Ward,31.5381,-103.1225,A,86861,87467,89076,90075,91088,92237,92467
2745,Chappell Hill,Chappell Hill,TX,Texas,48477,Washington,30.3194,-96.3466,A,68208,68340,68492,69314,69833,70507,71484
2746,Burton,Burton,TX,Texas,48479,Webb,27.4282,-98.8322,A,43438,44017,44321,45394,46784,48630,50115
2747,Lane City,Lane City,TX,Texas,48481,Wharton,29.404,-96.0837,A,10603,10685,10865,11244,11601,11668,11600
2748,East Bernard,East Bernard,TX,Texas,48483,Wheeler,35.6198,-100.3401,A,33718,33970,33939,34224,34495,35005,35056
2749,Cashion Community,Cashion Community,TX,Texas,48485,Wichita,33.9623,-98.682,A,251335,255486,259738,263564,266605,268929,271193
2750,Pleasant Valley,Pleasant Valley,TX,Texas,48487,Wilbarger,34.148,-99.3,A,41312,41327,41171,41225,41228,41526,41735
2751,Lasara,Lasara,TX,Texas,48489,Willacy,26.4759,-97.7769,A,5396,5456,5593,5716,5688,5666,5546
2752,Ranchette Estates,Ranchette Estates,TX,Texas,48491,Williamson,30.5884,-97.2984,A,131807,130858,131804,132501,133073,131522,131838
2753,La Vernia,La Vernia,TX,Texas,48493,Wilson,29.0726,-98.0809,A,13503,13436,13265,13157,12956,13037,12892
2754,Stockdale,Stockdale,TX,Texas,48495,Winkler,31.7545,-103.1541,A,22204,22129,22139,21977,21909,21883,21810
2755,Runaway Bay,Runaway Bay,TX,Texas,48497,Wise,33.2075,-97.8311,A,426415,442278,456352,470822,489143,508059,528718
2756,Aurora,Aurora,TX,Texas,48499,Wood,32.6461,-95.4775,A,43073,43731,44466,45426,46391,47456,48480
2757,Alba,Alba,TX,Texas,48501,Yoakum,33.1896,-102.8271,A,7079,7140,7338,7603,7786,7996,7893
2758,Denver City,Denver City,TX,Texas,48503,Young,33.2962,-98.6164,A,59100,59979,60412,61025,61717,62836,64455
2759,New Falcon,New Falcon,TX,Texas,48505,Zapata,26.7119,-99.101,A,42010,42064,42170,42774,43171,43647,44227
2760,Bustamante,Bustamante,TX,Texas,48507,Zavala,28.7221,-99.8327,A,7845,7987,8057,8196,8324,8513,8488
2761,Adamsville,Adamsville,UT,Utah,49001,Beaver,38.2544,-112.7124,A,18542,18349,18301,18369,18326,18228,18152
2762,Manderfield,Manderfield,UT,Utah,49003,Box Elder,41.6508,-112.3016,A,14075,14195,14235,14358,14338,14397,14349
2763,North Logan,North Logan,UT,Utah,49005,Cache,41.9615,-111.8796,A,11712,11828,11963,12148,12175,12227,12023
2764,Amalga,Amalga,UT,Utah,49007,Carbon,39.5169,-110.3827,A,6648,6525,6493,6462,6424,6344,6463
2765,Carbonville,Carbonville,UT,Utah,49009,Daggett,40.9301,-109.4042,A,50147,50261,50259,50807,51435,51998,53139
2766,Manila,Manila,UT,Utah,49011,Davis,40.8439,-111.9188,A,113365,114872,115931,117198,118177,120060,122753
2767,Hanna,Hanna,UT,Utah,49013,Duchesne,40.4343,-110.0309,A,21421,21329,21242,20935,20659,20430,20399
2768,Duchesne,Duchesne,UT,Utah,49015,Emery,39.139,-111.0933,A,1076,1167,1093,1138,1127,1110,1095
2769,Cannonville,Cannonville,UT,Utah,49017,Garfield,37.6283,-112.1677,A,307978,312111,316165,322796,329448,335768,342281
2770,Antimony,Antimony,UT,Utah,49019,Grand,39.0783,-109.1123,A,18560,18674,19003,20010,20260,20781,20337
2771,Newcastle,Newcastle,UT,Utah,49021,Iron,37.6376,-113.0454,A,10982,10972,10919,10738,10625,10352,10216
2772,Brian Head,Brian Head,UT,Utah,49023,Juab,39.9588,-112.1149,A,5175,5155,5085,5045,4995,4991,4986
2773,Mount Carmel,Mount Carmel,UT,Utah,49025,Kane,37.0262,-112.5219,A,9298,9263,9314,9332,9420,9493,9579
2774,Orderville,Orderville,UT,Utah,49027,Millard,39.4652,-112.6494,A,46264,46657,46706,46632,47185,48294,49937
2775,Mountain Green,Mountain Green,UT,Utah,49029,Morgan,41.0414,-111.6802,A,10222,10302,10282,10255,10421,10566,11010
2776,Porterville,Porterville,UT,Utah,49031,Piute,38.4311,-111.923,A,7123,7203,7199,7200,7228,7120,7334
2777,Woodruff,Woodruff,UT,Utah,49033,Rich,41.6642,-111.1849,A,12513,12595,12524,12594,12560,12649,12694
2778,Garden City,Garden City,UT,Utah,49035,Salt Lake,40.6889,-112.0115,A,9527,9660,9822,10240,10636,11091,11437
2779,Bluff,Bluff,UT,Utah,49037,San Juan,37.2051,-109.1623,A,1556,1518,1523,1514,1479,1503,1466
2780,Navajo Mountain,Navajo Mountain,UT,Utah,49039,Sanpete,39.5407,-111.4559,A,2251,2309,2269,2260,2274,2296,2319
2781,Richfield,Richfield,UT,Utah,49041,Sevier,38.6834,-112.1488,A,1033172,1048534,1064462,1080761,1091389,1104622,1121354
2782,Koosharem,Koosharem,UT,Utah,49043,Summit,40.6105,-111.2744,A,14797,14787,14900,14988,15208,15707,16895
2783,Lofgreen,Lofgreen,UT,Utah,49045,Tooele,40.723,-113.2897,A,27882,28013,27997,28183,28367,28801,29409
2784,Stockton,Stockton,UT,Utah,49047,Uintah,40.4517,-109.5379,A,20772,20867,20716,20823,20821,20940,21267
2785,Thistle,Thistle,UT,Utah,49049,Utah,40.0353,-111.7404,A,36465,37407,37867,38387,39005,39481,40307
2786,Santaquin,Santaquin,UT,Utah,49051,Wasatch,40.3874,-111.4206,A,58517,59270,59872,60749,61599,62879,64833
2787,Springdale,Springdale,UT,Utah,49053,Washington,37.2082,-113.2086,A,32446,33275,34682,35737,36958,37789,36373
2788,Gunlock,Gunlock,UT,Utah,49055,Wayne,38.4554,-111.6149,A,520118,530678,540170,552386,561232,574796,592299
2789,Roy,Roy,UT,Utah,49057,Weber,41.1734,-112.0024,A,23629,24403,25385,26609,27789,29165,30528
2790,Riverdale,Riverdale,VT,Vermont,50001,Addison,43.9747,-73.1056,A,138443,141541,144613,147628,151857,155450,160245
2791,Readsboro,Readsboro,VT,Vermont,50003,Bennington,42.8848,-73.2143,A,2765,2754,2724,2728,2722,2703,2702
2792,Dorset,Dorset,VT,Vermont,50005,Caledonia,44.2956,-72.0496,A,232214,234022,236565,238528,240536,243453,247560
2793,Richmond,Richmond,VT,Vermont,50007,Chittenden,44.6352,-73.1155,A,36819,36875,36855,36903,36979,36934,36959
2794,Essex Junction,Essex Junction,VT,Vermont,50009,Essex,44.8125,-71.8862,A,37107,36851,36704,36741,36476,36404,36191
2795,Fairfax,Fairfax,VT,Vermont,50011,Franklin,44.9952,-72.6647,A,31182,31136,31090,31112,30971,30791,30333
2796,Swanton,Swanton,VT,Vermont,50013,Grand Isle,44.975,-73.3001,A,156805,157740,158772,159933,160850,161466,161531
2797,Richford,Richford,VT,Vermont,50015,Lamoille,44.6112,-72.4604,A,6302,6327,6219,6188,6124,6157,6176
2798,East Randolph,East Randolph,VT,Vermont,50017,Orange,44.1538,-72.0617,A,47797,48168,48259,48304,48714,48935,48915
2799,Randolph,Randolph,VT,Vermont,50019,Orleans,44.7302,-72.381,A,6952,6982,6975,6986,6973,6872,6919
2800,Wells,Wells,VT,Vermont,50021,Rutland,43.7068,-73.029,A,24537,24693,24941,25089,25112,25204,25333
2801,Wallingford,Wallingford,VT,Vermont,50023,Washington,44.1997,-72.5083,A,28950,29051,28947,28873,28868,28878,28919
2802,Jacksonville,Jacksonville,VT,Vermont,50025,Windham,43.1344,-72.455,A,27246,27186,27170,27180,27080,27088,26863
2803,Wilmington,Wilmington,VT,Vermont,50027,Windsor,43.3863,-72.6064,A,61585,61255,60895,60574,60179,59706,59310
2804,Ascutney,Ascutney,VT,Virginia,51001,Accomack,37.6916,-75.718,A,59572,59567,59377,59223,59003,58706,58504
2805,Rivanna,Rivanna,VA,Virginia,51003,Albemarle,38.0129,-78.3956,A,44506,44237,44007,43887,43733,43275,43145
2806,Crozet,Crozet,VA,Virginia,51005,Alleghany,37.8865,-79.9795,A,56622,56662,56233,56147,55922,55672,55496
2807,Amelia Court House,Amelia Court House,VA,Virginia,51007,Amelia,37.3885,-77.9031,A,33164,33292,33324,33012,33024,32995,32947
2808,Jetersville,Jetersville,VA,Virginia,51009,Amherst,37.4487,-79.1057,A,99240,100621,101920,102799,104235,105603,106878
2809,Amherst,Amherst,VA,Virginia,51011,Appomattox,37.3591,-78.8269,A,16212,16335,16239,16193,15884,15685,15595
2810,Pamplin,Pamplin,VA,Virginia,51013,Arlington,38.8786,-77.1011,A,12742,12754,12731,12687,12764,12869,12913
2811,Healing Springs,Healing Springs,VA,Virginia,51017,Bath,38.054,-79.8437,A,32386,32127,32458,32209,32060,31636,31633
2812,Warm Springs,Warm Springs,VA,Virginia,51019,Bedford,37.3866,-79.7253,A,15036,15017,15154,15239,15273,15428,15475
2813,Bland,Bland,VA,Virginia,51021,Bland,37.1482,-80.9412,A,209449,216504,221625,225187,225702,227897,230050
2814,Rocky Gap,Rocky Gap,VA,Virginia,51023,Botetourt,37.4168,-79.8779,A,73475,73841,73807,74113,74198,74537,74997
2815,Gasburg,Gasburg,VA,Virginia,51025,Brunswick,36.7565,-77.8539,A,4713,4662,4644,4608,4560,4502,4476
2816,Warfield,Warfield,VA,Virginia,51027,Buchanan,37.2473,-81.8015,A,75003,75553,75776,76192,77087,77648,77960
2817,Dillwyn,Dillwyn,VA,Virginia,51029,Buckingham,37.7093,-78.5114,A,6811,6769,6699,6685,6600,6565,6513
2818,New Canton,New Canton,VA,Virginia,51031,Campbell,37.2338,-79.2895,A,33181,33068,33182,33040,33128,33378,33231
2819,Guinea,Guinea,VA,Virginia,51033,Caroline,37.9287,-77.4558,A,17406,17144,17040,16636,16473,16473,16243
2820,Port Royal,Port Royal,VA,Virginia,51035,Carroll,36.677,-80.6997,A,24041,23940,23920,23691,23223,22780,22178
2821,Hillsville,Hillsville,VA,Virginia,51036,Charles City,37.344,-77.0687,A,17109,17176,17048,17142,16916,16996,17048
2822,Woodlawn,Woodlawn,VA,Virginia,51037,Charlotte,36.9933,-78.6009,A,54929,54932,54910,55102,55182,55161,54952
2823,Chesterfield,Chesterfield,VA,Virginia,51041,Chesterfield,37.5187,-77.5713,A,28646,28709,28987,29294,29803,29940,30178
2824,Chester,Chester,VA,Virginia,51043,Clarke,39.1505,-77.9824,A,30066,30085,29920,29856,29622,29736,29531
2825,Abbott,Abbott,VA,Virginia,51045,Craig,37.5013,-80.1119,A,7271,7244,7165,7106,7016,7072,7071
2826,Paint Bank,Paint Bank,VA,Virginia,51047,Culpeper,38.416,-77.8267,A,12564,12510,12414,12285,12155,12177,12129
2827,Jeffersonton,Jeffersonton,VA,Virginia,51049,Cumberland,37.4914,-78.2577,A,317342,320493,324124,327985,332537,335539,339009
2828,Cartersville,Cartersville,VA,Virginia,51051,Dickenson,37.1026,-82.3763,A,14038,14194,14267,14269,14334,14291,14374
2829,Sutherland,Sutherland,VA,Virginia,51053,Dinwiddie,37.1393,-77.8658,A,5175,5230,5200,5191,5233,5193,5158
2830,DeWitt,DeWitt,VA,Virginia,51057,Essex,37.9187,-76.8667,A,46850,47335,47778,48462,49068,49369,50083
2831,Mount Vernon,Mount Vernon,VA,Virginia,51059,Fairfax,38.7802,-77.3866,A,10029,10010,9848,9834,9816,9696,9652
2832,Wolf Trap,Wolf Trap,VA,Virginia,51061,Fauquier,38.6355,-77.6661,A,15870,15764,15674,15464,15281,15135,14968
2833,Remington,Remington,VA,Virginia,51063,Floyd,36.9118,-80.3184,A,28021,28197,28306,28228,28129,27967,28144
2834,Simpsons,Simpsons,VA,Virginia,51065,Fluvanna,37.7538,-78.1632,A,11148,11197,11156,11180,11071,11122,11123
2835,Westlake Corner,Westlake Corner,VA,Virginia,51067,Franklin,37.0205,-79.6833,A,1086767,1105410,1120382,1132543,1135388,1137472,1138652
2836,North Shore,North Shore,VA,Virginia,51069,Frederick,39.264,-78.3319,A,65481,66153,66677,67302,68379,68696,69069
2837,Pembroke,Pembroke,VA,Virginia,51071,Giles,37.3832,-80.8204,A,15354,15419,15449,15533,15584,15640,15731
2838,Narrows,Narrows,VA,Virginia,51073,Gloucester,37.2801,-76.4402,A,25760,25965,25898,25851,26009,26199,26271
2839,Manakin,Manakin,VA,Virginia,51075,Goochland,37.6973,-77.8944,A,56183,56391,56327,56298,56228,56229,56069
2840,Elk Hill,Elk Hill,VA,Virginia,51077,Grayson,36.6015,-81.6257,A,78584,79529,80238,81316,82454,83177,84421
2841,Twin Lakes,Twin Lakes,VA,Virginia,51079,Greene,38.2314,-78.3756,A,17316,17115,16979,16946,16808,16767,16857
2842,Stanardsville,Stanardsville,VA,Virginia,51081,Greensville,36.816,-77.4689,A,36939,36904,36909,36806,37120,37058,37214
2843,Elmo,Elmo,VA,Virginia,51083,Halifax,36.7131,-78.9135,A,21741,21436,21340,21637,21934,22315,22668
2844,Riverdale,Riverdale,VA,Virginia,51085,Hanover,37.7668,-77.3706,A,15499,15412,15232,15230,15161,15169,15107
2845,Glen Allen,Glen Allen,VA,Virginia,51087,Henrico,37.628,-77.4288,A,18482,18727,18851,18894,19102,19206,19371
2846,Tuckahoe,Tuckahoe,VA,Virginia,51089,Henry,36.6871,-79.7872,A,12215,12004,11745,11644,11527,11869,11706
2847,Mustoe,Mustoe,VA,Virginia,51091,Highland,38.3357,-79.4906,A,36155,36017,35791,35393,35219,35128,34992
2848,Monterey,Monterey,VA,Virginia,51093,Isle of Wight,36.866,-76.8308,A,99939,99976,100421,101167,101846,103171,104392
2849,Carrsville,Carrsville,VA,Virginia,51095,James City,37.2082,-76.7741,A,307633,310844,315877,319402,322685,325142,326501
2850,Toano,Toano,VA,Virginia,51097,King and Queen,37.4874,-76.7077,A,54157,53380,52950,52659,52168,51821,51445
2851,Passapatanzy,Passapatanzy,VA,Virginia,51099,King George,38.3444,-77.0624,A,2294,2285,2252,2223,2252,2208,2216
2852,Weedonville,Weedonville,VA,Virginia,51101,King William,37.7458,-77.1315,A,35315,35319,35431,35665,36048,36393,36596
2853,White Stone,White Stone,VA,Virginia,51103,Lancaster,37.7675,-76.4549,A,67734,68200,69326,70585,72104,73081,74404
2854,Irvington,Irvington,VA,Virginia,51105,Lee,36.687,-83.1153,A,6969,7032,7070,7107,7168,7197,7159
