,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,FUNCSTAT,2010,2011,2012,2013,2014,2015,2016
900,Lawrence,Lawrence,KS,Kansas,20047,Edwards,37.8153,-99.0857,A,111245,112424,113304,114672,116430,117915,119440
901,Longton,Longton,KS,Kansas,20049,Elk,37.3733,-96.1934,A,3050,3028,2980,2965,3022,2970,2938
902,Moline,Moline,KS,Kansas,20051,Ellis,38.7839,-99.3926,A,2873,2799,2678,2647,2699,2602,2547
903,Ellsworth,Ellsworth,KS,Kansas,20053,Ellsworth,38.5876,-98.412,A,28445,28779,29125,29089,29027,29024,28893
904,Lorraine,Lorraine,KS,Kansas,20055,Finney,38.0322,-101.0991,A,6518,6469,6471,6382,6365,6330,6328
905,Wilroads Gardens,Wilroads Gardens,KS,Kansas,20057,Ford,37.525,-99.7587,A,36957,37131,37114,37031,37048,37000,36722
906,Fort Dodge,Fort Dodge,KS,Kansas,20059,Franklin,38.6,-95.2642,A,34041,34410,34729,34829,34667,34263,33971
907,Junction City,Junction City,KS,Kansas,20061,Geary,39.173,-96.9106,A,26009,25879,25859,25770,25567,25559,25560
908,Grandview Plaza,Grandview Plaza,KS,Kansas,20063,Gove,39.0667,-100.2348,A,35284,35301,37947,36893,36682,36981,35586
909,Bogue,Bogue,KS,Kansas,20065,Graham,39.3672,-99.8462,A,2681,2691,2722,2761,2710,2657,2589
910,Morland,Morland,KS,Kansas,20067,Grant,37.5772,-101.3547,A,2606,2635,2587,2592,2553,2589,2564
911,Montezuma,Montezuma,KS,Kansas,20069,Gray,37.8653,-100.5649,A,7834,7884,7824,7822,7758,7690,7646
912,Ensign,Ensign,KS,Kansas,20071,Greeley,38.4806,-101.8061,C,6026,6104,5983,5996,6078,6095,6034
913,Teterville,Teterville,KS,Kansas,20073,Greenwood,37.7191,-96.224,A,1259,1254,1270,1292,1302,1317,1296
914,Virgil,Virgil,KS,Kansas,20075,Hamilton,37.9347,-101.546,A,6673,6607,6440,6375,6308,6244,6151
915,Freeport,Freeport,KS,Kansas,20077,Harper,37.1573,-98.0407,A,2706,2629,2635,2593,2590,2481,2536
916,Attica,Attica,KS,Kansas,20079,Harvey,38.0238,-97.6711,A,6018,5939,5859,5844,5821,5781,5685
917,Walton,Walton,KS,Kansas,20081,Haskell,37.4822,-100.8465,A,34740,34707,34796,34784,34670,34908,34913
918,Satanta,Satanta,KS,Kansas,20083,Hodgeman,38.123,-99.7126,A,4273,4216,4196,4101,4076,4058,4006
919,Whiting,Whiting,KS,Kansas,20085,Jackson,39.5095,-95.8556,A,1915,1988,1964,1954,1911,1896,1870
920,Delia,Delia,KS,Kansas,20087,Jefferson,39.3226,-95.2688,A,13472,13448,13417,13332,13456,13328,13291
921,Formoso,Formoso,KS,Kansas,20089,Jewell,39.9345,-98.0351,A,19133,18983,18921,18835,18863,18886,18897
922,Ionia,Ionia,KS,Kansas,20091,Johnson,38.7692,-94.6563,A,3067,3090,3040,3059,3038,2978,2901
923,Mission,Mission,KS,Kansas,20093,Kearny,37.9819,-101.1331,A,545816,552855,559515,566393,573024,578758,584451
924,Lakin,Lakin,KS,Kansas,20095,Kingman,37.7189,-98.0364,A,3990,3967,3983,3921,3944,3948,3917
925,Wellsford,Wellsford,KS,Kansas,20097,Kiowa,37.6049,-99.2896,A,7841,7898,7831,7829,7704,7653,7467
926,Mullinville,Mullinville,KS,Kansas,20099,Labette,37.1056,-95.4494,A,2562,2557,2505,2527,2525,2558,2483
927,Amy,Amy,KS,Kansas,20101,Lane,38.4811,-100.4664,A,21544,21424,21206,20913,20852,20749,20444
928,Shields,Shields,KS,Kansas,20103,Leavenworth,39.3451,-95.1172,A,1738,1764,1701,1718,1685,1663,1636
929,Westfall,Westfall,KS,Kansas,20105,Lincoln,39.1892,-98.0443,A,76543,77102,77713,78141,78658,79207,80204
930,Vesper,Vesper,KS,Kansas,20107,Linn,38.3475,-94.7608,A,3233,3216,3170,3143,3158,3126,3073
931,Russell Springs,Russell Springs,KS,Kansas,20109,Logan,39.0618,-101.2449,A,9635,9606,9482,9515,9502,9561,9558
932,Oakley,Oakley,KS,Kansas,20111,Lyon,38.3084,-95.9566,A,2774,2764,2792,2780,2784,2814,2831
933,Conway,Conway,KS,Kansas,20113,McPherson,38.5555,-97.8344,A,33642,33654,33534,33517,33201,33243,33510
934,Moundridge,Moundridge,KS,Kansas,20115,Marion,38.2761,-97.0767,A,29142,29213,29341,29596,29134,28944,28804
935,Winifred,Winifred,KS,Kansas,20117,Marshall,39.8431,-96.6386,A,12664,12546,12379,12234,12221,12120,12112
936,Fowler,Fowler,KS,Kansas,20119,Meade,37.2642,-100.5898,A,10109,9999,10065,10020,9990,9906,9836
937,Meade,Meade,KS,Kansas,20121,Miami,38.7237,-94.714,A,4591,4524,4397,4295,4353,4288,4216
938,Scottsville,Scottsville,KS,Kansas,20123,Mitchell,39.386,-97.934,A,32876,32714,32622,32807,32817,32727,32964
939,Beloit,Beloit,KS,Kansas,20125,Montgomery,37.2897,-95.91,A,6346,6296,6334,6330,6271,6319,6243
940,Council Grove,Council Grove,KS,Kansas,20127,Morris,38.6357,-96.6765,A,35383,34764,34447,34361,33957,33316,32746
941,Latimer,Latimer,KS,Kansas,20129,Morton,37.2653,-101.7828,A,5911,5860,5852,5717,5678,5650,5573
942,Saint Benedict,Saint Benedict,KS,Kansas,20131,Nemaha,39.8376,-96.0689,A,3237,3171,3133,3133,3058,2992,2848
943,Goff,Goff,KS,Kansas,20133,Neosho,37.4721,-95.3563,A,10171,10136,10117,10158,10162,10209,10241
944,Utica,Utica,KS,Kansas,20135,Ness,38.6362,-99.9328,A,16495,16469,16462,16451,16396,16333,16146
945,Beeler,Beeler,KS,Kansas,20137,Norton,39.8913,-99.7097,A,3107,3124,3083,3087,3089,3015,2962
946,Vassar,Vassar,KS,Kansas,20139,Osage,38.5772,-95.8803,A,5657,5670,5597,5620,5528,5552,5493
947,Scranton,Scranton,KS,Kansas,20141,Osborne,39.5037,-98.5476,A,16292,16340,16170,16088,15991,15912,15843
948,Ada,Ada,KS,Kansas,20143,Ottawa,39.1389,-97.5509,A,3836,3846,3818,3815,3772,3684,3642
949,Tescott,Tescott,KS,Kansas,20145,Pawnee,38.1834,-99.1013,A,6095,6086,6062,6060,6032,5946,5920
950,Kirwin,Kirwin,KS,Kansas,20147,Phillips,39.6765,-99.421,A,6970,7013,6894,6910,6849,6805,6743
951,Agra,Agra,KS,Kansas,20149,Pottawatomie,39.2163,-96.1788,A,5625,5540,5516,5554,5492,5431,5428
952,Croft,Croft,KS,Kansas,20151,Pratt,37.7584,-98.5578,A,21714,22032,22335,22611,22799,23194,23661
953,Cullison,Cullison,KS,Kansas,20153,Rawlins,39.9088,-100.7861,A,9645,9650,9772,9798,9775,9718,9584
954,Hutchinson,Hutchinson,KS,Kansas,20155,Reno,38.1489,-98.0883,A,2502,2542,2540,2591,2565,2538,2549
955,Abbyville,Abbyville,KS,Kansas,20157,Republic,39.7147,-97.542,A,64565,64422,64245,64168,63737,63647,63220
956,Frederick,Frederick,KS,Kansas,20159,Rice,38.2806,-98.1259,A,4943,4901,4847,4794,4776,4722,4699
957,Geneseo,Geneseo,KS,Kansas,20161,Riley,39.1127,-96.7028,A,10107,10090,10000,9985,9986,9943,9831
958,Palco,Palco,KS,Kansas,20163,Rooks,39.4251,-99.2764,A,71606,73338,76273,75502,74698,75312,73343
959,Codell,Codell,KS,Kansas,20165,Rush,38.5198,-99.1977,A,5181,5195,5212,5181,5173,5159,5076
960,Fairport,Fairport,KS,Kansas,20167,Russell,39.12,-98.7983,A,3317,3201,3208,3179,3171,3102,3058
961,Russell,Russell,KS,Kansas,20169,Saline,38.7058,-97.4266,A,6990,6972,6978,6955,6989,7029,6988
962,Scott City,Scott City,KS,Kansas,20171,Scott,38.4847,-100.7171,A,55772,55726,55838,55726,55514,55516,55142
963,Shallow Water,Shallow Water,KS,Kansas,20173,Sedgwick,37.8102,-97.3255,A,4950,4905,4870,4922,4985,4980,5032
964,Derby,Derby,KS,Kansas,20175,Seward,37.2046,-100.7015,A,499320,500900,503945,506141,508666,510360,511995
965,Liberal,Liberal,KS,Kansas,20177,Shawnee,38.8911,-95.6999,A,22983,23171,23403,23355,23299,23159,22709
966,Hoxie,Hoxie,KS,Kansas,20179,Sheridan,39.3375,-100.5949,A,178351,178908,178980,178661,178509,178541,178146
967,Studley,Studley,KS,Kansas,20181,Sherman,39.3372,-101.5404,A,2549,2543,2531,2534,2535,2501,2509
968,Cedar,Cedar,KS,Kansas,20183,Smith,39.6056,-98.767,A,6009,6033,6106,6077,6064,5976,5965
969,Smith Center,Smith Center,KS,Kansas,20185,Stafford,37.9624,-98.5995,A,3860,3790,3751,3703,3725,3693,3632
970,Big Bow,Big Bow,KS,Kansas,20187,Stanton,37.5706,-101.751,A,4420,4382,4343,4340,4293,4236,4208
971,Manter,Manter,KS,Kansas,20189,Stevens,37.1746,-101.3449,A,2247,2217,2163,2172,2125,2053,2062
972,Ashton,Ashton,KS,Kansas,20191,Sumner,37.39,-97.3725,A,5743,5639,5748,5813,5812,5731,5584
973,Milton,Milton,KS,Kansas,20193,Thomas,39.3631,-101.3771,A,24096,23845,23701,23609,23471,23494,23272
974,Collyer,Collyer,KS,Kansas,20195,Trego,38.9914,-99.7323,A,7941,7945,7938,7951,7850,7915,7892
975,WaKeeney,WaKeeney,KS,Kansas,20197,Wabaunsee,38.7897,-95.9628,A,2991,2974,2969,2964,2908,2923,2872
976,Weskan,Weskan,KS,Kansas,20199,Wallace,38.9127,-101.593,A,7032,7032,7007,7027,6972,6905,6891
977,Sharon Springs,Sharon Springs,KS,Kansas,20201,Washington,39.6793,-97.0869,A,1483,1524,1528,1566,1509,1513,1497
978,Leoti,Leoti,KS,Kansas,20203,Wichita,38.4891,-101.22,A,5781,5831,5726,5627,5602,5564,5546
979,Selkirk,Selkirk,KS,Kansas,20205,Wilson,37.525,-95.6614,A,2241,2262,2230,2185,2170,2145,2112
980,Toronto,Toronto,KS,Kansas,20207,Woodson,37.9806,-95.6569,A,9406,9243,9126,9090,8989,8852,8723
981,Piqua,Piqua,KS,Kansas,20209,Wyandotte,39.0765,-94.8166,C,157678,157973,159360,160744,161855,163095,163831
982,Kentucky,Kentucky,KY,Kentucky,21001,Adair,37.1803,-85.3197,A,18742,18978,18931,19095,19210,19264,19280
983,Scottsville,Scottsville,KY,Kentucky,21003,Allen,36.6517,-86.2614,A,20033,20171,20232,20278,20405,20561,20631
984,Chapel Hill,Chapel Hill,KY,Kentucky,21005,Anderson,38.089,-84.935,A,21448,21548,21660,21731,21858,21929,22158
985,Bandana,Bandana,KY,Kentucky,21007,Ballard,37.0749,-88.9748,A,8257,8289,8311,8277,8217,8219,8054
986,Blandville,Blandville,KY,Kentucky,21009,Barren,37.0048,-85.9262,A,42126,42373,42645,42996,43126,43676,43993
987,Olympia,Olympia,KY,Kentucky,21011,Bath,38.1904,-83.8235,A,11609,11707,11802,12004,12173,12261,12327
988,Owingsville,Owingsville,KY,Kentucky,21013,Bell,36.5942,-83.8774,A,28710,28635,28247,27971,27750,27294,27117
989,Hebron,Hebron,KY,Kentucky,21015,Boone,38.9792,-84.8249,A,119362,121449,122847,123998,125735,127163,128536
990,Florence,Florence,KY,Kentucky,21017,Bourbon,38.1426,-84.1102,A,19942,19982,19985,19946,19988,20073,20030
991,Ashland,Ashland,KY,Kentucky,21019,Boyd,38.4562,-82.6978,A,49622,49409,49256,48907,48795,48488,48132
992,Catlettsburg,Catlettsburg,KY,Kentucky,21021,Boyle,37.5857,-84.7902,A,28631,28756,28993,29621,29809,29807,30018
993,Lenoxburg,Lenoxburg,KY,Kentucky,21023,Bracken,38.5817,-84.1566,A,8503,8501,8468,8436,8389,8329,8400
994,Germantown,Germantown,KY,Kentucky,21025,Breathitt,37.4215,-83.4585,A,13856,13839,13657,13584,13425,13430,13284
995,Custer,Custer,KY,Kentucky,21027,Breckinridge,37.6512,-86.2766,A,20039,20274,20095,20053,19897,19993,19961
996,Big Spring,Big Spring,KY,Kentucky,21029,Bullitt,38.0661,-85.7176,A,74503,75298,75947,76863,78022,78653,79151
997,Brooklyn,Brooklyn,KY,Kentucky,21031,Butler,37.1836,-86.6352,A,12719,12765,12794,12796,12843,12860,12845
998,Huntsville,Huntsville,KY,Kentucky,21033,Caldwell,37.2085,-88.0603,A,12989,12988,12938,12816,12780,12690,12568
999,New Concord,New Concord,KY,Kentucky,21035,Calloway,36.5055,-88.3253,A,37363,37675,38057,38293,38282,38441,38437
1000,Murray,Murray,KY,Kentucky,21037,Campbell,39.04,-84.4816,A,90610,90976,90780,90873,91490,91925,92211
1001,Cunningham,Cunningham,KY,Kentucky,21039,Carlisle,36.874,-89.0091,A,5100,5046,5042,4980,4988,4903,4855
1002,Arlington,Arlington,KY,Kentucky,21041,Carroll,38.6098,-85.0681,A,10804,10979,10869,10854,10758,10718,10679
1003,Olive Hill,Olive Hill,KY,Kentucky,21043,Carter,38.4062,-83.038,A,27736,27427,27473,27398,27318,27224,27046
1004,Limestone,Limestone,KY,Kentucky,21045,Casey,37.4551,-84.9875,A,15954,15958,16081,16092,15837,15815,15815
1005,Casky,Casky,KY,Kentucky,21047,Christian,36.7752,-87.358,A,74155,73573,75638,74246,73962,73484,72351
1006,LaFayette,LaFayette,KY,Kentucky,21049,Clark,38.0014,-84.1907,A,35609,35466,35752,35595,35681,35684,35819
1007,Panco,Panco,KY,Kentucky,21051,Clay,37.2493,-83.8213,A,21685,21616,21565,21259,21162,21047,20766
1008,Oneida,Oneida,KY,Kentucky,21053,Clinton,36.8051,-85.0683,A,10267,10149,10243,10151,10156,10135,10177
1009,Shady Grove,Shady Grove,KY,Kentucky,21055,Crittenden,37.3517,-88.1989,A,9315,9285,9259,9208,9202,9198,9188
1010,Dycusburg,Dycusburg,KY,Kentucky,21057,Cumberland,36.832,-85.5053,A,6859,6869,6861,6803,6741,6756,6738
1011,Masonville,Masonville,KY,Kentucky,21059,Daviess,37.8624,-86.9914,A,96718,97237,97886,98311,98416,99333,99674
1012,Livia,Livia,KY,Kentucky,21061,Edmonson,37.1862,-86.1,A,12194,12267,12141,12092,12043,12040,12114
1013,Bruin,Bruin,KY,Kentucky,21063,Elliott,38.0929,-83.1241,A,7882,7915,7761,7669,7638,7650,7588
1014,Newfoundland,Newfoundland,KY,Kentucky,21065,Estill,37.6969,-83.9685,A,14695,14635,14488,14456,14420,14361,14307
1015,Mattoxtown,Mattoxtown,KY,Kentucky,21067,Fayette,37.9492,-84.3641,C,296717,301272,305201,308501,310725,314767,318449
1016,Lexington,Lexington,KY,Kentucky,21069,Fleming,38.2126,-83.6341,A,14401,14495,14547,14551,14498,14613,14507
1017,Harold,Harold,KY,Kentucky,21071,Floyd,37.6254,-82.7277,A,39933,39813,39232,38558,38139,37679,37110
1018,Prestonsburg,Prestonsburg,KY,Kentucky,21073,Franklin,38.3228,-84.8955,A,49306,49379,49514,49600,49963,50273,50560
1019,Cayce,Cayce,KY,Kentucky,21075,Fulton,36.5234,-89.3198,A,6814,6726,6536,6377,6265,6259,6179
1020,Fulton,Fulton,KY,Kentucky,21077,Gallatin,38.7252,-84.8239,A,8611,8580,8491,8489,8564,8562,8609
1021,Nina,Nina,KY,Kentucky,21079,Garrard,37.6152,-84.5817,A,16945,16835,16953,16927,16906,17175,17292
1022,Bourne,Bourne,KY,Kentucky,21081,Grant,38.7326,-84.5966,A,24680,24710,24489,24541,24831,24740,24923
1023,Fancy Farm,Fancy Farm,KY,Kentucky,21083,Graves,36.5376,-88.5006,A,37223,37542,37535,37352,37577,37251,37182
1024,Water Valley,Water Valley,KY,Kentucky,21085,Grayson,37.4937,-86.2259,A,25800,25789,25864,26024,26155,26233,26184
1025,Pierce,Pierce,KY,Kentucky,21087,Green,37.2598,-85.4965,A,11238,11221,11317,11173,11043,11022,11060
1026,Summersville,Summersville,KY,Kentucky,21089,Greenup,38.4949,-82.6911,A,36897,36805,36647,36423,36282,36031,35893
1027,Pellville,Pellville,KY,Kentucky,21091,Hancock,37.931,-86.9027,A,8551,8609,8666,8672,8722,8710,8810
1028,Patesville,Patesville,KY,Kentucky,21093,Hardin,37.8205,-85.9366,A,107020,107498,107173,108282,108610,106486,107316
1029,Coldiron,Coldiron,KY,Kentucky,21095,Harlan,36.8432,-83.3184,A,29225,29172,28715,28562,28098,27613,27168
1030,Ages,Ages,KY,Kentucky,21097,Harrison,38.5426,-84.2366,A,18815,18684,18602,18548,18635,18712,18646
1031,Munfordville,Munfordville,KY,Kentucky,21099,Hart,37.2534,-85.7896,A,18195,18318,18409,18474,18550,18489,18627
1032,Bonnieville,Bonnieville,KY,Kentucky,21101,Henderson,37.8512,-87.3542,A,46252,46367,46445,46339,46387,46388,46253
1033,Campbellsburg,Campbellsburg,KY,Kentucky,21103,Henry,38.4334,-85.1689,A,15380,15365,15325,15413,15538,15544,15818
1034,Port Royal,Port Royal,KY,Kentucky,21105,Hickman,36.7596,-89.102,A,4868,4813,4751,4726,4710,4642,4627
1035,Madisonville,Madisonville,KY,Kentucky,21107,Hopkins,37.1881,-87.551,A,46862,46879,46707,46560,46341,46281,45904
1036,Manitou,Manitou,KY,Kentucky,21109,Jackson,37.5751,-83.9735,A,13497,13409,13315,13416,13340,13346,13368
1037,Saint Regis Park,Saint Regis Park,KY,Kentucky,21111,Jefferson,38.251,-85.591,C,742277,746240,751342,757715,760703,763509,765352
1038,Hurstbourne,Hurstbourne,KY,Kentucky,21113,Jessamine,37.8786,-84.6545,A,48712,48969,49550,50222,51008,51936,52357
1039,Riceville,Riceville,KY,Kentucky,21115,Johnson,37.7862,-82.7935,A,23397,23448,23441,23486,23283,23212,22978
1040,Van Lear,Van Lear,KY,Kentucky,21117,Kenton,39.0338,-84.5675,A,159999,160401,161297,162918,163463,164342,164945
1041,Pippa Passes,Pippa Passes,KY,Kentucky,21119,Knott,37.4701,-82.9066,A,16330,16293,16124,16097,15955,15700,15544
1042,Mousie,Mousie,KY,Kentucky,21121,Knox,36.8353,-83.7598,A,31860,32086,31741,31867,31735,31668,31687
1043,Athertonville,Athertonville,KY,Kentucky,21123,Larue,37.5081,-85.6992,A,14192,14203,14093,14081,14171,14193,14096
1044,Magnolia,Magnolia,KY,Kentucky,21125,Laurel,37.0037,-84.161,A,58990,59368,59603,59747,60048,60101,60250
1045,Blaine,Blaine,KY,Kentucky,21127,Lawrence,38.027,-82.9724,A,15882,15908,15846,15869,15880,15893,15863
1046,Louisa,Louisa,KY,Kentucky,21129,Lee,37.6023,-83.6085,A,7707,7691,7551,6838,6774,6737,6580
1047,Mozelle,Mozelle,KY,Kentucky,21131,Leslie,37.0773,-83.3916,A,11286,11281,11170,11036,10892,10707,10538
1048,Hyden,Hyden,KY,Kentucky,21133,Letcher,37.1638,-82.7493,A,24550,24432,24039,23588,23417,23091,22773
1049,Garrison,Garrison,KY,Kentucky,21135,Lewis,38.6876,-83.0471,A,13832,13806,13754,13698,13760,13576,13442
1050,Saint Paul,Saint Paul,KY,Kentucky,21137,Lincoln,37.453,-84.7579,A,24751,24721,24431,24463,24464,24388,24372
1051,Birdsville,Birdsville,KY,Kentucky,21139,Livingston,37.3981,-88.3754,A,9536,9501,9448,9362,9361,9324,9269
1052,Salem,Salem,KY,Kentucky,21141,Logan,36.95,-86.7419,A,26845,26814,26682,26958,26815,26739,26593
1053,Eddyville,Eddyville,KY,Kentucky,21143,Lyon,36.9862,-87.9361,A,8315,8425,8440,8448,8379,8289,8069
1054,Kuttawa,Kuttawa,KY,Kentucky,21145,McCracken,36.9728,-88.612,A,65532,65779,65635,65368,65324,64973,65162
1055,Whitley City,Whitley City,KY,Kentucky,21147,McCreary,36.6957,-84.4769,A,18290,18276,18058,17927,17892,17861,17511
1056,Co-Operative,Co-Operative,KY,Kentucky,21149,McLean,37.4919,-87.1342,A,9513,9528,9526,9499,9466,9496,9475
1057,Union City,Union City,KY,Kentucky,21151,Madison,37.5904,-84.2898,A,83485,84842,85517,86062,87218,88276,89547
1058,Farristown,Farristown,KY,Kentucky,21153,Magoffin,37.7015,-83.1516,A,13304,13213,13050,12935,12970,12794,12684
1059,Riley,Riley,KY,Kentucky,21155,Marion,37.6265,-85.4277,A,19816,20037,19974,19940,19101,19263,19205
1060,Jessietown,Jessietown,KY,Kentucky,21157,Marshall,36.867,-88.4656,A,31470,31284,31289,31228,31072,31109,31365
1061,Gilbertsville,Gilbertsville,KY,Kentucky,21159,Martin,37.8693,-82.5399,A,12895,12886,12788,12695,12554,12352,12002
1062,Warfield,Warfield,KY,Kentucky,21161,Mason,38.7054,-83.9191,A,17500,17536,17458,17298,17122,17077,17190
1063,Doe Valley,Doe Valley,KY,Kentucky,21163,Meade,37.8928,-86.2219,A,28733,29685,29301,29285,29189,27853,28126
1064,Brandenburg,Brandenburg,KY,Kentucky,21165,Menifee,37.9554,-83.4596,A,6358,6410,6323,6335,6295,6363,6408
1065,Salvisa,Salvisa,KY,Kentucky,21167,Mercer,37.8117,-84.9197,A,21348,21284,21373,21328,21431,21448,21477
1066,Mayo,Mayo,KY,Kentucky,21169,Metcalfe,36.9841,-85.6188,A,10120,10079,9999,9970,10009,9920,10018
1067,Gamaliel,Gamaliel,KY,Kentucky,21171,Monroe,36.7238,-85.9561,A,10965,10910,10844,10701,10672,10653,10588
1068,Vernon,Vernon,KY,Kentucky,21173,Montgomery,37.997,-83.8926,A,26557,26761,26894,27266,27391,27631,27771
1069,Blairs Mills,Blairs Mills,KY,Kentucky,21175,Morgan,38.0184,-83.2713,A,13746,13723,13531,13390,13382,13292,13298
1070,Zag,Zag,KY,Kentucky,21177,Muhlenberg,37.1231,-87.2125,A,31639,31522,31377,31273,31254,31146,31028
1071,Balltown,Balltown,KY,Kentucky,21179,Nelson,37.6592,-85.5884,A,43611,44022,44376,44501,44820,45117,45559
1072,Fairfield,Fairfield,KY,Kentucky,21181,Nicholas,38.302,-83.8866,A,7123,7096,7027,7034,7075,7088,7084
1073,Beda,Beda,KY,Kentucky,21183,Ohio,37.5259,-86.6875,A,23847,24004,24056,24047,24064,24216,24378
1074,Narrows,Narrows,KY,Kentucky,21185,Oldham,38.3355,-85.4839,A,60425,60756,62104,63059,64029,64626,65560
1075,Long Ridge,Long Ridge,KY,Kentucky,21187,Owen,38.4637,-84.7772,A,10841,10817,10754,10621,10638,10710,10642
1076,Gratz,Gratz,KY,Kentucky,21189,Owsley,37.4717,-83.6837,A,4768,4823,4691,4603,4505,4470,4491
1077,Carntown,Carntown,KY,Kentucky,21191,Pendleton,38.6028,-84.3988,A,14902,14649,14523,14539,14460,14463,14560
1078,Butler,Butler,KY,Kentucky,21193,Perry,37.2245,-83.2752,A,28694,28740,28376,28111,27713,27546,27343
1079,Coal Run Village,Coal Run Village,KY,Kentucky,21195,Pike,37.3202,-82.3522,A,65083,64950,64645,63917,63033,61804,60555
1080,Virgie,Virgie,KY,Kentucky,21197,Powell,37.9059,-83.9691,A,12645,12628,12483,12490,12382,12271,12308
1081,Eubank,Eubank,KY,Kentucky,21199,Pulaski,37.0717,-84.748,A,63202,63435,63508,63734,63837,63827,63956
1082,Hargis,Hargis,KY,Kentucky,21201,Robertson,38.5317,-84.0358,A,2273,2290,2220,2221,2199,2158,2155
1083,Nancy,Nancy,KY,Kentucky,21203,Rockcastle,37.4027,-84.4144,A,17068,17116,17084,16751,16832,16950,16850
1084,Lakeview Heights,Lakeview Heights,KY,Kentucky,21205,Rowan,38.1405,-83.5414,A,23387,23593,23873,24253,24264,24667,24451
1085,Morehead,Morehead,KY,Kentucky,21207,Russell,36.9895,-85.0662,A,17558,17676,17566,17725,17770,17636,17722
1086,Sadieville,Sadieville,KY,Kentucky,21209,Scott,38.2684,-84.503,A,47457,48060,49066,50067,51308,52327,53972
1087,Georgetown,Georgetown,KY,Kentucky,21211,Shelby,38.137,-85.0744,A,42259,42917,43651,44290,44894,45591,46408
1088,Clay Village,Clay Village,KY,Kentucky,21213,Simpson,36.7163,-86.5587,A,17352,17326,17592,17760,17855,17990,18083
1089,Middleton,Middleton,KY,Kentucky,21215,Spencer,38.0562,-85.1511,A,17108,17356,17426,17576,17736,17979,18274
1090,Elk Horn,Elk Horn,KY,Kentucky,21217,Taylor,37.4126,-85.1286,A,24689,24997,25077,25156,25378,25567,25397
1091,Mannsville,Mannsville,KY,Kentucky,21219,Todd,37.01,-87.2425,A,12427,12433,12639,12486,12466,12437,12295
1092,Cerulean,Cerulean,KY,Kentucky,21221,Trigg,36.6867,-87.9186,A,14345,14215,14409,14308,14142,14210,14264
1093,Cadiz,Cadiz,KY,Kentucky,21223,Trimble,38.5953,-85.3176,A,8803,8812,8830,8808,8732,8763,8620
1094,Breckinridge Center,Breckinridge Center,KY,Kentucky,21225,Union,37.6869,-87.8885,A,15287,15277,15114,15111,15168,15053,14880
1095,Sturgis,Sturgis,KY,Kentucky,21227,Warren,36.9721,-86.4367,A,114209,115558,117040,118948,120651,123159,125532
1096,Cardwell,Cardwell,KY,Kentucky,21229,Washington,37.6921,-85.2193,A,11743,11781,11879,11920,11994,12105,12189
1097,Willisburg,Willisburg,KY,Kentucky,21231,Wayne,36.8404,-84.8506,A,20831,20883,20789,20676,20462,20404,20453
1098,Clay,Clay,KY,Kentucky,21233,Webster,37.6392,-87.6446,A,13595,13543,13476,13392,13234,13239,13316
1099,Blackford,Blackford,KY,Kentucky,21235,Whitley,36.932,-84.1003,A,35747,35656,35621,35751,35743,36000,36096
1100,Trent,Trent,KY,Kentucky,21237,Wolfe,37.7999,-83.4173,A,7352,7366,7205,7275,7237,7230,7159
1101,Vortex,Vortex,KY,Kentucky,21239,Woodford,37.972,-84.7563,A,25032,24921,25072,25294,25591,25876,26124
1102,Iota,Iota,LA,Louisiana,22001,Acadia,30.1816,-92.4633,A,61850,61775,61884,62169,62562,62601,62645
1103,Branch,Branch,LA,Louisiana,22003,Allen,30.5216,-93.0428,A,25738,25727,25566,25597,25644,25602,25684
1104,Burnside,Burnside,LA,Louisiana,22005,Ascension,30.2188,-90.8204,A,107851,110039,112235,114557,117291,119373,121587
1105,Donaldsonville,Donaldsonville,LA,Louisiana,22007,Assumption,30.0421,-91.0498,A,23352,23201,23089,23207,23028,22846,22695
1106,Goudeau,Goudeau,LA,Louisiana,22009,Avoyelles,31.0342,-91.9818,A,42090,41830,41612,41308,41147,41077,41117
1107,Simmesport,Simmesport,LA,Louisiana,22011,Beauregard,30.8741,-93.2852,A,35848,36074,36313,36241,36216,36477,36927
1108,Fryeburg,Fryeburg,LA,Louisiana,22013,Bienville,32.2599,-93.2802,A,14329,14232,14167,13945,13771,13871,13865
1109,Ada,Ada,LA,Louisiana,22015,Bossier,32.5272,-93.5042,A,117628,120039,123165,123894,124894,125588,126057
1110,Ida,Ida,LA,Louisiana,22017,Caddo,32.6832,-93.9607,A,255694,257005,257396,255224,252747,251405,248851
1111,Oil City,Oil City,LA,Louisiana,22019,Calcasieu,30.1112,-92.9235,A,193104,193825,194563,195491,196815,198693,200601
1112,Kelly,Kelly,LA,Louisiana,22021,Caldwell,32.1026,-92.077,A,10138,10095,10012,9932,9923,10032,10087
1113,Banks Springs,Banks Springs,LA,Louisiana,22023,Cameron,29.7708,-93.4593,A,6901,6690,6627,6688,6697,6802,6882
1114,Larto,Larto,LA,Louisiana,22025,Catahoula,31.4677,-91.7865,A,10374,10318,10263,10293,10172,10074,9921
1115,Harrisonburg,Harrisonburg,LA,Louisiana,22027,Claiborne,32.9499,-92.9738,A,17153,16947,16851,16653,16371,16251,16132
1116,Ridgecrest,Ridgecrest,LA,Louisiana,22029,Concordia,31.713,-91.4453,A,20831,20822,20458,20450,20413,20197,19920
